PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31189217","Time to onset in statistical signal detection revisited: A follow-up study in long-term onset adverse drug reactions","Scholl JHG, van Hunsel FPAM, Hak E, van Puijenbroek EP.","Pharmacoepidemiol Drug Saf. 2019 Oct;28(10):1283-1289. doi: 10.1002/pds.4790. Epub 2019 Jun 12.","Scholl JHG","Pharmacoepidemiol Drug Saf","2019","2019/06/13","PMC6852418","","10.1002/pds.4790"
"31179613","Patient-reported factors associated with the desire to continue taking sleep-inducing drugs after hospital discharge: A survey of older adults","Heinemann S, Neukirchen F, Nau R, Hummers E, Himmel W.","Pharmacoepidemiol Drug Saf. 2019 Jul;28(7):1014-1022. doi: 10.1002/pds.4806. Epub 2019 Jun 10.","Heinemann S","Pharmacoepidemiol Drug Saf","2019","2019/06/11","PMC6618328","","10.1002/pds.4806"
"31179606","Determination of good pharmacovigilance reporting practices in Quebec hospital pharmacies using a modified Delphi method","Rault P, Mégrourèche É, Labarre JS, Pettersen-Coulombe F, Lebel D, Bussières JF.","Pharmacoepidemiol Drug Saf. 2019 Jul;28(7):985-992. doi: 10.1002/pds.4840. Epub 2019 Jun 10.","Rault P","Pharmacoepidemiol Drug Saf","2019","2019/06/11","","","10.1002/pds.4840"
"31172633","Validity of ICD-9 and ICD-10 codes used to identify acute liver injury: A study in three European data sources","Forns J, Cainzos-Achirica M, Hellfritzsch M, Morros R, Poblador-Plou B, Hallas J, Giner-Soriano M, Prados-Torres A, Pottegård A, Cortés J, Castellsagué J, Jacquot E, Deltour N, Perez-Gutthann S, Pladevall M.","Pharmacoepidemiol Drug Saf. 2019 Jul;28(7):965-975. doi: 10.1002/pds.4803. Epub 2019 Jun 6.","Forns J","Pharmacoepidemiol Drug Saf","2019","2019/06/08","PMC6618105","","10.1002/pds.4803"
"31168897","Zostavax vaccine effectiveness among US elderly using real-world evidence: Addressing unmeasured confounders by using multiple imputation after linking beneficiary surveys with Medicare claims","Izurieta HS, Wu X, Lu Y, Chillarige Y, Wernecke M, Lindaas A, Pratt D, MaCurdy TE, Chu S, Kelman J, Forshee R.","Pharmacoepidemiol Drug Saf. 2019 Jul;28(7):993-1001. doi: 10.1002/pds.4801. Epub 2019 Jun 5.","Izurieta HS","Pharmacoepidemiol Drug Saf","2019","2019/06/07","","","10.1002/pds.4801"
"31168860","Doctor hopping and doctor shopping for prescription opioids associated with increased odds of high-risk use","Young SG, Hayes CJ, Aram J, Tait MA.","Pharmacoepidemiol Drug Saf. 2019 Aug;28(8):1117-1124. doi: 10.1002/pds.4838. Epub 2019 Jun 5.","Young SG","Pharmacoepidemiol Drug Saf","2019","2019/06/07","PMC6679752","NIHMS1029830","10.1002/pds.4838"
"31148344","Safety of medicines-Pharmacists' knowledge, practice, and attitudes toward pharmacovigilance and adverse drug reactions reporting process","Kopciuch D, Zaprutko T, Paczkowska A, Ratajczak P, Zielińska-Tomczak Ł, Kus K, Nowakowska E.","Pharmacoepidemiol Drug Saf. 2019 Dec;28(12):1543-1551. doi: 10.1002/pds.4792. Epub 2019 May 30.","Kopciuch D","Pharmacoepidemiol Drug Saf","2019","2019/06/01","","","10.1002/pds.4792"
"31148288","Barriers towards effective pharmacovigilance systems of biosimilars in rheumatology: A Latin American survey","Castañeda-Hernández G, Sandoval H, Coindreau J, Rodriguez-Davison LF, Pineda C.","Pharmacoepidemiol Drug Saf. 2019 Aug;28(8):1035-1044. doi: 10.1002/pds.4785. Epub 2019 May 30.","Castañeda-Hernández G","Pharmacoepidemiol Drug Saf","2019","2019/06/01","PMC6771580","","10.1002/pds.4785"
"31144403","Assessment of ICD-10-CM code assignment validity for case finding of outpatient anticoagulant-related bleeding among Medicare beneficiaries","Shehab N, Ziemba R, Campbell KN, Geller AI, Moro RN, Gage BF, Budnitz DS, Yang TH.","Pharmacoepidemiol Drug Saf. 2019 Jul;28(7):951-964. doi: 10.1002/pds.4783. Epub 2019 May 29.","Shehab N","Pharmacoepidemiol Drug Saf","2019","2019/05/31","","","10.1002/pds.4783"
"31134701","Nature and frequency of dosing instructions on prescription labels in primary care","Borgsteede SD, Heringa M.","Pharmacoepidemiol Drug Saf. 2019 Aug;28(8):1060-1066. doi: 10.1002/pds.4796. Epub 2019 May 28.","Borgsteede SD","Pharmacoepidemiol Drug Saf","2019","2019/05/29","","","10.1002/pds.4796"
"31131966","Adverse drug reaction reporting by community pharmacists-The barriers and facilitators","Hughes ML, Weiss M.","Pharmacoepidemiol Drug Saf. 2019 Dec;28(12):1552-1559. doi: 10.1002/pds.4800. Epub 2019 May 27.","Hughes ML","Pharmacoepidemiol Drug Saf","2019","2019/05/28","","","10.1002/pds.4800"
"31131965","A tool for empirical equipoise assessment in multigroup comparative effectiveness research","Yoshida K, Solomon DH, Haneuse S, Kim SC, Patorno E, Tedeschi SK, Lyu H, Hernández-Díaz S, Glynn RJ.","Pharmacoepidemiol Drug Saf. 2019 Jul;28(7):934-941. doi: 10.1002/pds.4767. Epub 2019 May 27.","Yoshida K","Pharmacoepidemiol Drug Saf","2019","2019/05/28","PMC7057252","NIHMS1062393","10.1002/pds.4767"
"31131950","Safety profile of traditional Chinese herbal injection: An analysis of a spontaneous reporting system in China","Li H, Deng J, Deng L, Ren X, Xia J.","Pharmacoepidemiol Drug Saf. 2019 Jul;28(7):1002-1013. doi: 10.1002/pds.4805. Epub 2019 May 27.","Li H","Pharmacoepidemiol Drug Saf","2019","2019/05/28","","","10.1002/pds.4805"
"31112361","Short lookback periods causing exaggerated stroke risk estimates in atrial fibrillation may expose patients to unnecessary anticoagulant treatment","Friberg L.","Pharmacoepidemiol Drug Saf. 2019 Aug;28(8):1054-1059. doi: 10.1002/pds.4793. Epub 2019 May 21.","Friberg L","Pharmacoepidemiol Drug Saf","2019","2019/05/22","","","10.1002/pds.4793"
"31095831","Development of an algorithm to identify inpatient opioid-related overdoses and oversedation using electronic data","Green CA, Hazlehurst B, Brandes J, Sapp DS, Janoff SL, Coplan PM, DeVeaugh-Geiss A.","Pharmacoepidemiol Drug Saf. 2019 Aug;28(8):1138-1142. doi: 10.1002/pds.4797. Epub 2019 May 16.","Green CA","Pharmacoepidemiol Drug Saf","2019","2019/05/17","PMC6767384","","10.1002/pds.4797"
"31094048","A theoretical exploration of therapeutic monomania as a physician-based instrumental variable","Potter BJ, Dormuth C, Le Lorier J.","Pharmacoepidemiol Drug Saf. 2020 Jan;29 Suppl 1(Suppl 1):45-52. doi: 10.1002/pds.4757. Epub 2019 May 15.","Potter BJ","Pharmacoepidemiol Drug Saf","2020","2019/05/17","PMC6973254","","10.1002/pds.4757"
"31074570","Use of real-world evidence from healthcare utilization data to evaluate drug safety during pregnancy","Huybrechts KF, Bateman BT, Hernández-Díaz S.","Pharmacoepidemiol Drug Saf. 2019 Jul;28(7):906-922. doi: 10.1002/pds.4789. Epub 2019 May 10.","Huybrechts KF","Pharmacoepidemiol Drug Saf","2019","2019/05/11","PMC6823105","NIHMS1056425","10.1002/pds.4789"
"31066490","Incidence, risk factors, and outcomes of warfarin-associated major bleeding in Thai population","Priksri W, Rattanavipanon W, Saejear W, Tanyasaensook K, Phrommintikul A, Chulavatnatol S, Nathisuwan S.","Pharmacoepidemiol Drug Saf. 2019 Jul;28(7):942-950. doi: 10.1002/pds.4781. Epub 2019 May 8.","Priksri W","Pharmacoepidemiol Drug Saf","2019","2019/05/09","","","10.1002/pds.4781"
"31066478","Comment on ""How pharmacoepidemiology networks can manage distributed analyses to improve replicability and transparency and minimize bias""","Schuemie MJ, Madigan D, Ryan PB, Reich C, Suchard MA, Berlin JA, Hripcsak G.","Pharmacoepidemiol Drug Saf. 2019 Jul;28(7):1032-1033. doi: 10.1002/pds.4798. Epub 2019 May 8.","Schuemie MJ","Pharmacoepidemiol Drug Saf","2019","2019/05/09","","","10.1002/pds.4798"
"31062446","Identification and mapping of worldwide sources of generic real-world data","Wang X, Lahoz R, Jawla S, Przybysz R, Kahler KH, Burdukova L, Venkata SK, Nassim M, Jalapu A, Justo N.","Pharmacoepidemiol Drug Saf. 2019 Jul;28(7):899-905. doi: 10.1002/pds.4782. Epub 2019 May 6.","Wang X","Pharmacoepidemiol Drug Saf","2019","2019/05/08","","","10.1002/pds.4782"
"31062443","Change in risk for narcolepsy over time and impact of definition of onset date following vaccination with AS03 adjuvanted pandemic A/H1N1 influenza vaccine (Pandemrix) during the 2009 H1N1 influenza pandemic","Granath F, Gedeborg R, Smedje H, Feltelius N.","Pharmacoepidemiol Drug Saf. 2019 Aug;28(8):1045-1053. doi: 10.1002/pds.4788. Epub 2019 May 6.","Granath F","Pharmacoepidemiol Drug Saf","2019","2019/05/08","","","10.1002/pds.4788"
"31050092","Engaging stakeholders in pharmacoepidemiology research: Current state and recommendations","Camelo Castillo W, Heath N, Kim J, Yang K, Ritchey ME, dosReis S, Santanello N, West SL.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):766-776. doi: 10.1002/pds.4786. Epub 2019 May 2.","Camelo Castillo W","Pharmacoepidemiol Drug Saf","2019","2019/05/04","","","10.1002/pds.4786"
"31050078","Impact of antibiotic treatment duration on outcomes in older men with suspected urinary tract infection: Retrospective cohort study","Ahmed H, Farewell D, Francis NA, Paranjothy S, Butler CC.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):857-866. doi: 10.1002/pds.4791. Epub 2019 May 2.","Ahmed H","Pharmacoepidemiol Drug Saf","2019","2019/05/04","","","10.1002/pds.4791"
"31044478","Variation of clinical manifestations according to culprit drugs in DRESS syndrome","Sim DW, Yu JE, Jeong J, Jung JW, Kang HR, Kang DY, Ye YM, Jee YK, Kim S, Park JW, Kang MG, Kim SH, Park HK, Yang MS, Hur GY, Lee JK, Choi JH, Kwon YE, Koh YI; Korean Severe Cutaneous Adverse Reactions Consortium.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):840-848. doi: 10.1002/pds.4774. Epub 2019 May 1.","Sim DW","Pharmacoepidemiol Drug Saf","2019","2019/05/03","","","10.1002/pds.4774"
"31038268","Effects of pharmacist participation in chronic kidney disease (CKD) network and CKD manual distribution on drug-related kidney injury","Yamamoto T, Nakayama I, Kawakatsu Y, Yamamoto T, Ishigami N, Watanuki K, Okabe T, Yokoyama H.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):887-896. doi: 10.1002/pds.4787. Epub 2019 Apr 30.","Yamamoto T","Pharmacoepidemiol Drug Saf","2019","2019/05/01","","","10.1002/pds.4787"
"31020755","Identifying and classifying opioid-related overdoses: A validation study","Green CA, Perrin NA, Hazlehurst B, Janoff SL, DeVeaugh-Geiss A, Carrell DS, Grijalva CG, Liang C, Enger CL, Coplan PM.","Pharmacoepidemiol Drug Saf. 2019 Aug;28(8):1127-1137. doi: 10.1002/pds.4772. Epub 2019 Apr 24.","Green CA","Pharmacoepidemiol Drug Saf","2019","2019/04/26","PMC6767606","","10.1002/pds.4772"
"31020732","Evaluating the use of bootstrapping in cohort studies conducted with 1:1 propensity score matching-A plasmode simulation study","Desai RJ, Wyss R, Abdia Y, Toh S, Johnson M, Lee H, Karami S, Major JM, Nguyen M, Wang SV, Franklin JM, Gagne JJ.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):879-886. doi: 10.1002/pds.4784. Epub 2019 Apr 24.","Desai RJ","Pharmacoepidemiol Drug Saf","2019","2019/04/26","","","10.1002/pds.4784"
"30993835","All-cause pneumonia in children after the introduction of pneumococcal vaccines in the United Kingdom: A population-based study","Lau WCY, Bielicki J, Tersigni C, Saxena S, Wong ICK, Sharland M, Hsia Y.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):821-829. doi: 10.1002/pds.4770. Epub 2019 Apr 16.","Lau WCY","Pharmacoepidemiol Drug Saf","2019","2019/04/18","","","10.1002/pds.4770"
"30993825","Classification and characteristics of on-label and off-label apixaban use in Denmark and Sweden","Vinter N, Linder M, Andersen M, Pedersen AB, Madsen M, Schachterle SE, Ataher Q, Mo J, Johnsen SP, Ehrenstein V.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):867-878. doi: 10.1002/pds.4778. Epub 2019 Apr 16.","Vinter N","Pharmacoepidemiol Drug Saf","2019","2019/04/18","","","10.1002/pds.4778"
"30993808","Limitations for health research with restricted data collection from UK primary care","Strongman H, Williams R, Meeraus W, Murray-Thomas T, Campbell J, Carty L, Dedman D, Gallagher AM, Oyinlola J, Kousoulis A, Valentine J.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):777-787. doi: 10.1002/pds.4765. Epub 2019 Apr 16.","Strongman H","Pharmacoepidemiol Drug Saf","2019","2019/04/18","PMC6618795","","10.1002/pds.4765"
"30945387","The utilization and challenges of Japan's MID-NET(®) medical information database network in postmarketing drug safety assessments: A summary of pilot pharmacoepidemiological studies","Yamada K, Itoh M, Fujimura Y, Kimura M, Murata K, Nakashima N, Nakayama M, Ohe K, Orii T, Sueoka E, Suzuki T, Yokoi H, Ishiguro C, Uyama Y; MID-NET® project group.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):601-608. doi: 10.1002/pds.4777. Epub 2019 Apr 3.","Yamada K","Pharmacoepidemiol Drug Saf","2019","2019/04/05","","","10.1002/pds.4777"
"30945381","Risk of second breast cancer events with chronic opioid use in breast cancer survivors","Boudreau DM, Chen L, Yu O, Bowles EJA, Chubak J.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):740-753. doi: 10.1002/pds.4779. Epub 2019 Apr 3.","Boudreau DM","Pharmacoepidemiol Drug Saf","2019","2019/04/05","PMC6553619","NIHMS1016503","10.1002/pds.4779"
"30920085","The relation between falls and medication use among elderly in assisted living facilities","Hamza SA, Adly NN, Abdelrahman EE, Fouad IM.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):849-856. doi: 10.1002/pds.4775. Epub 2019 Mar 28.","Hamza SA","Pharmacoepidemiol Drug Saf","2019","2019/03/29","","","10.1002/pds.4775"
"30920070","The association between proton pump inhibitor use and the risk of tuberculosis: A case-control study","Song HJ, Park H, Park S, Kwon JW.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):830-839. doi: 10.1002/pds.4773. Epub 2019 Mar 28.","Song HJ","Pharmacoepidemiol Drug Saf","2019","2019/03/29","","","10.1002/pds.4773"
"30920062","Impact of a prescription drug monitoring program use mandate on potentially problematic patterns of opioid analgesic prescriptions in New York City","Bachhuber MA, Tuazon E, Nolan ML, Kunins HV, Paone D.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):734-739. doi: 10.1002/pds.4766. Epub 2019 Mar 28.","Bachhuber MA","Pharmacoepidemiol Drug Saf","2019","2019/03/29","PMC6689227","NIHMS1039590","10.1002/pds.4766"
"30919516","Effectiveness of drug allergy card to prevent repeated prescribing of allergenic medications in a Malaysian public hospital","Lee FY, Chan HK, Wong HS.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):760-761. doi: 10.1002/pds.4780. Epub 2019 Mar 28.","Lee FY","Pharmacoepidemiol Drug Saf","2019","2019/03/29","","","10.1002/pds.4780"
"30916840","Ascertaining vaccine exposure at the brand level using real-world data","Lasky T.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):763-765. doi: 10.1002/pds.4776. Epub 2019 Mar 27.","Lasky T","Pharmacoepidemiol Drug Saf","2019","2019/03/28","","","10.1002/pds.4776"
"30916833","Heterogeneity in the treatment of bloodstream infections identified from antibiotic exposure mapping","Caffrey AR, Babcock ZR, Lopes VV, Timbrook TT, LaPlante KL.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):707-715. doi: 10.1002/pds.4761. Epub 2019 Mar 27.","Caffrey AR","Pharmacoepidemiol Drug Saf","2019","2019/03/28","PMC6593441","","10.1002/pds.4761"
"30909323","The diversion of nonscheduled psychoactive prescription medications in the United States, 2002 to 2017","Kurtz SP, Buttram ME, Margolin ZR, Wogenstahl K.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):700-706. doi: 10.1002/pds.4771. Epub 2019 Mar 25.","Kurtz SP","Pharmacoepidemiol Drug Saf","2019","2019/03/26","","","10.1002/pds.4771"
"30908785","The accuracy of date of death recording in the Clinical Practice Research Datalink GOLD database in England compared with the Office for National Statistics death registrations","Gallagher AM, Dedman D, Padmanabhan S, Leufkens HGM, de Vries F.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):563-569. doi: 10.1002/pds.4747. Epub 2019 Mar 25.","Gallagher AM","Pharmacoepidemiol Drug Saf","2019","2019/03/26","PMC6593793","","10.1002/pds.4747"
"30891850","Development and validation of a 5-year mortality prediction model using regularized regression and Medicare data","Lund JL, Kuo TM, Brookhart MA, Meyer AM, Dalton AF, Kistler CE, Wheeler SB, Lewis CL.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):584-592. doi: 10.1002/pds.4769. Epub 2019 Mar 19.","Lund JL","Pharmacoepidemiol Drug Saf","2019","2019/03/21","PMC6519458","NIHMS1014037","10.1002/pds.4769"
"30873729","An evaluation of the impact of missing deaths on overall survival analyses of advanced non-small cell lung cancer patients conducted in an electronic health records database","Carrigan G, Whipple S, Taylor MD, Torres AZ, Gossai A, Arnieri B, Tucker M, Hofmeister PP, Lambert P, Griffith SD, Capra WB.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):572-581. doi: 10.1002/pds.4758. Epub 2019 Mar 14.","Carrigan G","Pharmacoepidemiol Drug Saf","2019","2019/03/16","PMC6594237","","10.1002/pds.4758"
"30873707","Impact of delisting high-strength opioid formulations from a public drug benefit formulary on opioid utilization in Ontario, Canada","Martins D, Khuu W, Tadrous M, Juurlink DN, Mamdani MM, Paterson JM, Gomes T; Ontario Drug Policy Research Network.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):726-733. doi: 10.1002/pds.4764. Epub 2019 Mar 14.","Martins D","Pharmacoepidemiol Drug Saf","2019","2019/03/16","PMC6518867","","10.1002/pds.4764"
"30873670","Commentary in response to Carrigan et al: ""An Evaluation of the Impact of Missing Deaths on Overall Survival Analyses of Advanced Non-small Cell Lung Cancer Patients Conducted in an Electronic Health Records Database""","Wang SV.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):582-583. doi: 10.1002/pds.4768. Epub 2019 Mar 14.","Wang SV","Pharmacoepidemiol Drug Saf","2019","2019/03/16","","","10.1002/pds.4768"
"30861622","Utilization of transdermal fentanyl in German nursing home residents from 2010 to 2014","Jobski K, Bantel C, Hoffmann F.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):754-759. doi: 10.1002/pds.4753. Epub 2019 Mar 12.","Jobski K","Pharmacoepidemiol Drug Saf","2019","2019/03/13","","","10.1002/pds.4753"
"30861596","Patterns of endocrine therapy in a national cohort of early stage HER2-positive breast cancer patients","Tervonen HE, Daniels B, Tang M, Preen DB, Pearson SA.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):812-820. doi: 10.1002/pds.4751. Epub 2019 Mar 12.","Tervonen HE","Pharmacoepidemiol Drug Saf","2019","2019/03/13","","","10.1002/pds.4751"
"30854762","Examination of the prescription of antiepileptic drugs to prenatal and postpartum women in Japan from a health administrative database","Ishikawa T, Obara T, Jin K, Nishigori H, Miyakoda K, Suzuka M, Ikeda-Sakai Y, Akazawa M, Nakasato N, Yaegashi N, Kuriyama S, Mano N.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):804-811. doi: 10.1002/pds.4749. Epub 2019 Mar 10.","Ishikawa T","Pharmacoepidemiol Drug Saf","2019","2019/03/12","","","10.1002/pds.4749"
"30848536","Proton-pump inhibitors and the risk of Clostridium difficile-associated diarrhea in high-risk antibiotics users: A population-based case-crossover study","Hong SH, Lee EK, Shin JY.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):479-488. doi: 10.1002/pds.4745. Epub 2019 Mar 8.","Hong SH","Pharmacoepidemiol Drug Saf","2019","2019/03/09","","","10.1002/pds.4745"
"30848013","Clinical outcomes and risk factors of thromboprophylaxis with rivaroxaban versus aspirin in patients undergoing hip arthroplasty in low-incidence population: A nationwide study in Korea","Kim HA, Lee JY, Park SH, Kang J, Choi KS, Rhie SJ.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):507-514. doi: 10.1002/pds.4737. Epub 2019 Mar 7.","Kim HA","Pharmacoepidemiol Drug Saf","2019","2019/03/09","","","10.1002/pds.4737"
"30848010","Personalized benefit-risk assessments combining clinical trial and real-world data provide further insights into which patients may benefit most from therapy: Demonstration for a new oral antiplatelet therapy","Pinto CA, Tervonen T, Marsh K, Lambrelli D, Schultze A, Tershakovec A, Hyacinthe J, Prawitz T, Hammad TA.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):443-451. doi: 10.1002/pds.4752. Epub 2019 Mar 7.","Pinto CA","Pharmacoepidemiol Drug Saf","2019","2019/03/09","","","10.1002/pds.4752"
"30848006","Availability of drug at convenient stores is not associated with an increased incidence of their poisoning","Jung KY, Kim T, Hwang SY, Yoon H, Shin TG, Sim MS, Jo IJ, Cha WC.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):536-543. doi: 10.1002/pds.4760. Epub 2019 Mar 7.","Jung KY","Pharmacoepidemiol Drug Saf","2019","2019/03/09","","","10.1002/pds.4760"
"30847998","Perinatal deaths after sildenafil treatment of fetal growth restriction raise the issue of safety in randomised clinical trials","Lombardi N, Crescioli G, Bettiol A, Ravaldi C, Vannacci A.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):437-438. doi: 10.1002/pds.4740. Epub 2019 Mar 7.","Lombardi N","Pharmacoepidemiol Drug Saf","2019","2019/03/09","","","10.1002/pds.4740"
"30843332","Accuracy of a composite event definition for hypoglycemia","Min JY, Presley CA, Wharton J, Griffin MR, Greevy RA Jr, Hung AM, Chipman J, Grijalva CG, Hackstadt AJ, Roumie CL.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):625-631. doi: 10.1002/pds.4712. Epub 2019 Mar 6.","Min JY","Pharmacoepidemiol Drug Saf","2019","2019/03/08","PMC6497537","NIHMS998752","10.1002/pds.4712"
"30843303","The Devil's in the details: Reports on reproducibility in pharmacoepidemiologic studies","Petrone AB, DuCott A, Gagne JJ, Toh S, Maro JC.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):671-679. doi: 10.1002/pds.4730. Epub 2019 Mar 6.","Petrone AB","Pharmacoepidemiol Drug Saf","2019","2019/03/08","","","10.1002/pds.4730"
"30840349","Secret safety warnings on medicines: A case study of information access requests","Torka M, Mintzes B, Bhasale A, Fabbri A, Perry L, Lexchin J.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):551-555. doi: 10.1002/pds.4762. Epub 2019 Mar 6.","Torka M","Pharmacoepidemiol Drug Saf","2019","2019/03/07","","","10.1002/pds.4762"
"30839139","Population-based estimate of the use of intermittent androgen deprivation therapy in prostate cancer patients in Catalonia, Spain","Cordero JA, Sancho G, Bonfill X.","Pharmacoepidemiol Drug Saf. 2019 Jun;28(6):796-803. doi: 10.1002/pds.4744. Epub 2019 Mar 6.","Cordero JA","Pharmacoepidemiol Drug Saf","2019","2019/03/07","","","10.1002/pds.4744"
"30838712","Prenatal exposure to non-steroidal anti-inflammatory drugs (NSAIDs) and neurodevelopmental outcomes in children","Markovic M, Swanson SA, Stricker BH, Jaddoe VWV, Verhulst FC, Tiemeier H, El Marroun H.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):452-459. doi: 10.1002/pds.4625. Epub 2019 Mar 5.","Markovic M","Pharmacoepidemiol Drug Saf","2019","2019/03/07","","","10.1002/pds.4625"
"30838708","The ENCePP Code of Conduct: A best practise for scientific independence and transparency in noninterventional postauthorisation studies","Gini R, Fournie X, Dolk H, Kurz X, Verpillat P, Simondon F, Strassmann V, Apostolidis K, Goedecke T.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):422-433. doi: 10.1002/pds.4763. Epub 2019 Mar 5.","Gini R","Pharmacoepidemiol Drug Saf","2019","2019/03/07","PMC6594014","","10.1002/pds.4763"
"30838704","Safety of a quadrivalent meningococcal conjugate vaccine in healthy subjects aged 9 months to 55 years in Vietnam","Phan CH, Nguyen TPT, Doan UY, Nguyen TA, Thollot Y, Nievera MC.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):515-520. doi: 10.1002/pds.4754. Epub 2019 Mar 5.","Phan CH","Pharmacoepidemiol Drug Saf","2019","2019/03/07","","","10.1002/pds.4754"
"30834654","Use and safety of disease-modifying therapy in pregnant women with multiple sclerosis","MacDonald SC, McElrath TF, Hernández-Díaz S.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):556-560. doi: 10.1002/pds.4735. Epub 2019 Mar 4.","MacDonald SC","Pharmacoepidemiol Drug Saf","2019","2019/03/06","","","10.1002/pds.4735"
"30834626","Oseltamivir phosphate-Lifting the restriction on its use to treat teenagers with influenza in Japan","Takeuchi S, Tetsuhashi M, Sato D.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):434-436. doi: 10.1002/pds.4721. Epub 2019 Mar 4.","Takeuchi S","Pharmacoepidemiol Drug Saf","2019","2019/03/06","","","10.1002/pds.4721"
"30834618","Corrigendum","","Pharmacoepidemiol Drug Saf. 2019 Mar;28(3):401. doi: 10.1002/pds.4748.","","Pharmacoepidemiol Drug Saf","2019","2019/03/06","","","10.1002/pds.4748"
"30828912","Multistate methodology improves risk assessment under time-varying drug intake-a new view on pregnancy outcomes following coumarin exposure","Bluhmki T, Fietz AK, Stegherr R, Beck E, Padberg S, Beyersmann J, Schaefer C, Meister R.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):616-624. doi: 10.1002/pds.4710. Epub 2019 Mar 3.","Bluhmki T","Pharmacoepidemiol Drug Saf","2019","2019/03/05","","","10.1002/pds.4710"
"30793813","Exposure to phthalate-containing prescription drugs and the risk of colorectal adenocarcinoma: A Danish nationwide case-control study","Ennis ZN, Pottegård A, Ahern TP, Hallas J, Damkier P.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):528-535. doi: 10.1002/pds.4759. Epub 2019 Feb 22.","Ennis ZN","Pharmacoepidemiol Drug Saf","2019","2019/02/23","PMC7444013","NIHMS1617125","10.1002/pds.4759"
"30790376","Anticipating the effects of restricting high-dose preparations of strong opioids in Australia: A population-based analysis to inform the current policy debate","Zheng D, Narayan SW, Zoega H, Litchfield M, Buckley NA, Pearson SA, Schaffer AL.","Pharmacoepidemiol Drug Saf. 2019 Apr;28(4):521-527. doi: 10.1002/pds.4755. Epub 2019 Feb 20.","Zheng D","Pharmacoepidemiol Drug Saf","2019","2019/02/22","","","10.1002/pds.4755"
"30788900","Building a framework for the evaluation of knowledge translation for the Canadian Network for Observational Drug Effect Studies","Sketris IS, Carter N, Traynor RL, Watts D, Kelly K; following contributing members of the CNODES Knowledge Translation Team: Pierre Ernst, JM Gamble, Brenda Hemmelgarn, Colleen Metge, Michael Paterson, Robert Platt W. and Gary Teare.","Pharmacoepidemiol Drug Saf. 2020 Jan;29 Suppl 1(Suppl 1):8-25. doi: 10.1002/pds.4738. Epub 2019 Feb 20.","Sketris IS","Pharmacoepidemiol Drug Saf","2020","2019/02/22","PMC6972643","","10.1002/pds.4738"
"30788887","Informative censoring by health plan disenrollment among commercially insured adults","Butler AM, Todd JV, Sahrmann JM, Lesko CR, Brookhart MA.","Pharmacoepidemiol Drug Saf. 2019 May;28(5):640-648. doi: 10.1002/pds.4750. Epub 2019 Feb 20.","Butler AM","Pharmacoepidemiol Drug Saf","2019","2019/02/22","PMC6497556","NIHMS1008246","10.1002/pds.4750"
