"STUDY_ID","REVIEWERS","INCLUDE","AUTHORS","YEAR","TITLE","JOURNAL","DOI","ABSTRACT","PMID"
"690","Anna","YES","Wang Cy;Fu Sh;Yang Rs;Hsiao Fy","2019","Use of dipeptidyl peptidase-4 inhibitors and the risk of arthralgia: population-based cohort and nested case-control studies.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4733","The objective of this study was to investigate the association between the administration of dipeptidyl peptidase-4 (dpp-4) inhibitors (cumulative duration, timing, and individual substance) and the risk of arthralgia by using a nationwide database with two methodological approaches including cohort and nested case-control study designs. Using taiwan's national health insurance research database, we identified patients who were newly prescribed with dpp-4 inhibitors, thiazolidinediones (tzds), or acarbose between 1 march 2009 and 31 december 2012. The exposure of studied drugs was categorized into five exclusive categories: dpp-4 inhibitor, tzd, acarbose, combined use, or non-use, and assessed in a time-varying manner. Time-dependent cox proportional hazard models were used to estimate the association between dpp-4 inhibitors and the risk of arthralgia. Particularly, we tested the impact of different cumulative duration, timing, and individual substance of dpp-4 inhibitors use on risk of arthralgia. A corresponding nested case-control study using conditional logistic regression was conducted to verify this association. An increased risk of arthralgia was observed during the first year after initiating dpp-4 inhibitors (adjusted hazard ratio = 1.35; 95% confidence interval [ci], 1.04-1.75) but the risk declined with cumulative use. This duration-response relation was not found in tzds use and acarbose use. In the nested case-control study, there was a slightly increased risk of arthralgia (aor = 1.08; 95% ci, 1.04-1.12) associated with current dpp-4 inhibitor use. A relatively higher risk of arthralgia was associated with the initial administration of dpp-4 inhibitors, however, the risk declined among long-term users.","30724413"
"691","Anna","YES","Mojtabai R;Amin-Esmaeili M;Nejat E;Olfson M","2019","Misuse of prescribed opioids in the united states.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4743","To assess the prevalence and correlates of self-reported misuse of prescribed-opioid medications in the us general population. In 31 068 adult participants of the national survey on drug use and health (nsduh) 2015 and 2016 who reported using opioids in the past year, we assessed the prevalence and correlates of self-reported misuse of prescribed opioids, defined as using a larger dose, more frequently, or longer than prescribed. Multivariable logistic-regression models and the machine-learning method of boosted regression were used to identify the correlates of misuse. On the basis of weighted nsduh estimates, of more than 89 million us adults who used prescription opioids every year, close to 3.9 million (4.4%) reported misused the prescribed medications. Prescribed-opioid misuse was most strongly associated with co-occurring misuse of opioids without a prescription, misuse of benzodiazepines, other drug-use disorders, history of illegal activity, and psychological distress. Misuse of prescribed opioids was also strongly associated with prescription opioid-use disorder, especially among those who misused more potent opioids or started misusing opioids before the current year. Misuse of prescribed opioids is associated with other high-risk behaviors and adverse health outcomes. The findings call for better monitoring of opioid prescription in clinical practice.","30723973"
"694","Anna","YES","Dasgupta N;Schwarz J;Hennessy S;Ertefaie A;Dart Rc","2019","Causal inference for evaluating prescription opioid abuse using trend-in-trend design.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4736","One response to the opioid crisis in the united states has been the development of opioid analgesics with properties intended to reduce non-oral use. Previous evaluations of abuse in the community have relied on population averaged interrupted time series poisson models with utilization offsets. However, competing interventions and secular trends complicate interpretation of time-series analyses. An alternative research design, trend-in-trend, accounts for heterogeneity in per capita opioid dispensing and unmeasured time-varying confounding, which provides a causal evaluation, provided that underlying assumptions are met. Trend-in-trend can be modeled using a logistic regression framework. In logistic regression, exposure was any product-specific outpatient dispensing by three-digit zip code and calendar quarter, for 22 opioids. The outcome was any product-specific abuse case ascertained from poison centers and drug treatment programs, covering 94% of the us population, between july 2009 and december 2016. Product-specific odds ratios compared places without dispensing with places with any dispensing; the causal contrast represents the odds of product-specific abuse in the community given exposure. Dispensing of new and low-volume opioids varied considerably across the country, with no region showing high of all products. Of 22 opioids analyzed, the three with approved labeling as intended to deter abuse ranked near the lowest in both absolute (population-adjusted rates: 1.7, 0.9, and 8.2 per million people per quarter, respectively) and relative measures (trend-in-trend ors: 1.96, 1.79, 1.69, respectively). Postmarketing studies of prescription opioid abuse may benefit by evolving from unadjusted surveillance rates to a causal inference approach.","30714239"
"696","Anna","YES","Thomsen Rw;Szépligeti Sk;Xue F;Pedersen L;Sørensen Ht;Ehrenstein V","2019","Patterns of initial migraine treatment in denmark: a population-based study.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4723","Population-based data are sparse on utilization of prophylactic versus acute therapies for newly diagnosed migraine. We examined initial migraine treatment patterns and associated patient characteristics in denmark. We used population-based health databases to assemble a nationwide cohort of adult migraine patients in 2005 to 2013. Migraine was defined as a first hospital diagnosis of migraine or a second redeemed outpatient prescription for triptans, ergots, pizotifen, or flunarizine. We classified the initial migraine treatment received after migraine onset as ""no treatment,"" ""acute only,"" ""prophylactic only,"" and ""both acute and prophylactic"" and described distributions of sex, age, comorbidities, and comedications. Among 97 431 migraine patients (78% women, median age of 41 y [interquartile range of 32-50 y]), the initial migraine treatments received were ""acute only"" (88.2%), ""prophylactic only"" (1.9%), and ""both acute and prophylactic"" (5.2%) whereas 4.6% had no record of treatment. Initiators of prophylactic treatment-with or without acute treatment-were less likely than initiators of acute treatment to be women (71% and 77% versus 79%), were older (median ages: 45 and 44 y versus 41 y), and had more comorbidities (including hypertension [31% and 24% versus 7%] and diabetes [6% and 5% versus 3%]). Nonpersistence with initial prophylactic treatment was common: within the first year, 35% of initiators stopped therapy fully, 50% stopped and restarted, and 15% switched drugs. For 88% of patients with incident migraine, the initial migraine treatment was acute treatment only. Use of prophylactic medication as initial treatment was low and correlated with higher age and comorbidity.","30701619"
"699","Anna","YES","Wiese Ad;Roumie Cl;Buse Jb;Guzman H;Bradford R;Zalimeni E;Knoepp P;Morris Hl;Donahoo Wt;Fanous N;Epstein Bf;Katalenich Bl;Ayala Sg;Cook Mm;Worley Kj;Bachmann Kn;Grijalva Cg;Rothman Rl;Chakkalakal Rj","2019","Performance of a computable phenotype for identification of patients with diabetes within pcornet: the patient-centered clinical research network.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4718","Pcornet, the national patient-centered clinical research network, represents an innovative system for the conduct of observational and pragmatic studies. We describe the identification and validation of a retrospective cohort of patients with type 2 diabetes (t2dm) from four pcornet sites. We adapted existing computable phenotypes (cp) for the identification of patients with t2dm and evaluated their performance across four pcornet sites (2012-2016). Patients entered the cohort on the earliest date they met one of three cp categories: (cp1) coded t2dm diagnosis (icd-9/icd-10) and an antidiabetic prescription, (cp2) diagnosis and glycosylated hemoglobin (hba1c) ≥6.5%, or (cp3) an antidiabetic prescription and hba1c ≥6.5%. We required evidence of health care utilization in each of the 2 prior years for each patient, as we also developed an incident t2dm cp to identify the subset of patients without documentation of t2dm in the 365 days before t  . Among a systematic sample of patients, we calculated the positive predictive value (ppv) for the t2dm cp and incident-t2dm cp using electronic health record (ehr) review as reference. The cp identified 50 657 patients with t2dm. The ppv of patients randomly selected for validation was 96.2% (n = 1572; ci:95.1-97.0) and was consistently high across sites. The ppv for the incident-t2dm cp was 5.8% (ci:4.5-7.5). The t2dm cp accurately and efficiently identified patients with t2dm across multiple sites that participate in pcornet, although the incident t2dm cp requires further study. Pcornet is a valuable data source for future epidemiological and comparative effectiveness research among patients with t2dm.","30680840"
"700","Anna","YES","Teltsch Dy;Fazeli Farsani S;Swain Rs;Kaspers S;Huse S;Cristaldi C;Nordstrom Bl;Brodovicz Kg","2019","Development and validation of algorithms to identify newly diagnosed type 1 and type 2 diabetes in pediatric population using electronic medical records and claims data.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4728","To develop and validate algorithms to classify diabetes type in newly diagnosed pediatric patients with dm. Data from the united states department of defense health system were used to identify patients aged 10 to 18 years with incident dm. Two independent sets of 200 children were randomly sampled for algorithm development and validation. Algorithms were developed based on clinical insight, published literature, and quantitative approaches. The actual dm type was ascertained via chart review. Finally, the sensitivity, specificity, positive predictive value (ppv), and negative predictive value (npv) were evaluated. Among the 400 patients, mean age was 14.2 (±2.5 years), and 50% were female. The best performing algorithms were based on data available in claims. They consisted of several logical expressions based on one predictor or more, which classified patients by use of glucose-lowering drugs or testing, dm icd-9 diagnosis codes, and comorbidities. The best performing t2dm and t1dm algorithms achieved 90% and 98% sensitivity, 95% and 95% specificity, 87% and 98% ppv, and 96% and 96% npv, respectively. Our results suggest that claims algorithms can accurately identify newly diagnosed t1dm and t2dm pediatric patients, which can facilitate large database studies in children with t1dm and t2dm. However, external validation in other data sources is needed.","30677205"
"704","Anna","NO","Platt Rw;Platt R;Brown Js;Henry Da;Klungel Oh;Suissa S","2019","How pharmacoepidemiology networks can manage distributed analyses to improve replicability and transparency and minimize bias.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4722","Several pharmacoepidemiology networks have been developed over the past decade that use a distributed approach, implementing the same analysis at multiple data sites, to preserve privacy and minimize data sharing. Distributed networks are efficient, by interrogating data on very large populations. The structure of these networks can also be leveraged to improve replicability, increase transparency, and reduce bias. We describe some features of distributed networks using, as examples, the canadian network for observational drug effect studies, the sentinel system in the usa, and the european research network of pharmacovigilance and pharmacoepidemiology. Common protocols, analysis plans, and data models, with policies on amendments and protocol violations, are key features. These tools ensure that studies can be audited and repeated as necessary. Blinding and strict conflict of interest policies reduce the potential for bias in analyses and interpretation. These developments should improve the timeliness and accuracy of information used to support both clinical and regulatory decisions.","30648307"
"705","Anna","YES","Shin Jy;Shin E;Jeong He;Kim Jh;Lee Ek","2019","Current status of pharmacovigilance regulatory structures, processes, and outcomes in the asia-pacific region: survey results from 15 countries.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4717","Regulatory discrepancies may exist in pharmacovigilance (pv) structure, process, and outcome status worldwide. Our study's objective was to survey the current status of pv in each regulatory body in the asia-pacific economic cooperation (apec) region. A modified questionnaire was sent to the pv team heads of 21 pv agencies based in the apec countries, between june 28 and september 12, 2017, to gather information on the structure, process, and outcome of pv status in these countries. Of the 21 apec countries, 15 responded. We found harmonized laws and regulations for general pv and risk management systems. However, variations were found in pv structure: for example, 11 out of 15 countries had national regulatory representatives responsible for pv in pharmaceutical companies, while four did not. For pv process, discrepancies were also found in the source type of adverse drug reaction (adr) reports and reporting of medication errors and therapeutic ineffectiveness in cumulative adr reports. With respect to pv outcomes, among countries that performed active surveillance, the united states of america was more active, with hundreds of projects including additional pharmacoepidemiological studies etc. Among the nine countries that responded, japan had the greatest number of product label changes followed by taiwan, malaysia, and korea. We have identified substantial variations in the structures, processes, and outcomes of pv status among the countries of the apec region. Therefore, efforts to reduce variations in the pv administration and regulation are warranted for harmonization of pv within the apec region.","30648304"
"708","Anna","YES","Kennedy C;Duggan E;Bennett K;Williams Dj","2019","Rates of reported codeine-related poisonings and codeine prescribing following new national guidance in ireland.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4725","The aims of this study were to examine a national database to assess codeine poisonings before and after the new guidance for pharmacists while also evaluating rates of codeine prescriptions following the introduction of restrictions on supply. Anonymised enquiry data of reported poisoning cases were reviewed for a period from 2005 to 2016 inclusive. The rate of pharmacy claims for codeine containing products was also examined using the national pharmacy claims database. Segmented regression analysis was used to detect changes in poisonings and claims before and after the new guidance. There were 1851 codeine-related poisonings reported over the study period. An annual decline was evident with a significant 33% reduction from 2010 to 2011 (β2 coefficient for level change, 42.1; 95% ci, -68.1 to -16.0; p = 0.006). Following 2011, the declining rate of codeine poisonings plateaued. Analysis of the national pharmacy claims data revealed no change in the reimbursement rate for co-codamol products restricted by the guidance in 2010 (incidence rate ratio 1.04, 95% ci, 0.997-1.08; p = 0.07). There was no corresponding increase in the reimbursement of alternative opioid medications. New guidance on codeine supply coincided with an initial reduction in reported codeine poisoning cases. This reduction was in keeping with the previous trend. However, this was without an increase in the prevailing rate of prescription claims for these products or potential substitutes. Policymakers may consider further restriction of codeine products to improve public health outcomes.","30623512"
"714","Anna","YES","Fischer B;Kurdyak P;Jones W","2019","Tramadol dispensing patterns and trends in canada, 2007-2016.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4679","Opioid use and associated mortality and morbidity have substantially increased in canada, which recent interventions have aimed to reduce. Tramadol is an atypical prescription-only (but unscheduled under canada's narcotics law) opioid analgesic and not subject to controls for other (eg, strong) opioids. Given experiences in different jurisdictions, tramadol may have been increasingly dispensed as a ""substitute"" drug during a period with increasingly restrictive controls for other (scheduled) opioids. We examined the annual population-level retail dispensing (as a proxy for use) of tramadol and (scheduled) ""strong opioids"" in canadian provinces for 2007-2016 based on data from a representative national sample of community pharmacies, covering the majority of episodes of opioid dispensing. Data for both aforementioned formulation categories were converted into defined daily doses (ddd)/1000 population/day and examined descriptively and by segmented regression analyses (to identify significant breakpoints in trends). Tramadol use strongly increased in all provinces until 2009. After 2009, tramadol dispensing levels either decelerated their increase or plateaued; ""strong opioid"" dispensing levels, in comparison, increased strongly until 2011 and decelerated or decreased for the remaining period. Tramadol was consistently dispensed at lower levels than ""strong opioids."" tramadol and ""strong opioids"" showed similar (bifurcated) use trends, with initial increases and subsequent inflections, yet reductions in dispensing occurred earlier for tramadol than for ""strong opioids"" (the latter occurring following with recent interventions). Distinct from experiences with differential opioid control regimes elsewhere, there is no evidence that tramadol figured as a ""substitution"" drug for increasingly restricted ""strong opioids"" in canada.","30548353"
"716","Anna","NO","","2018",".corrigendum.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4691","Na","30507018"
"717","Anna","NO","Girman Cj;Ritchey Me;Zhou W;Dreyer Na","2019","Considerations in characterizing real-world data relevance and quality for regulatory purposes: a commentary.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4697","Na","30515910"
"721","Anna","YES","Yamada S;Sato I;Kawakami K","2019","A descriptive epidemiological study on the treatment options for head and neck cancer: transition before and after approval of cetuximab.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4703","Chemoradiotherapy is among the effective treatment modalities for head and neck cancer (hnc). We aimed to elucidate the factors affecting drug selection by describing the actual situation of chemoradiotherapy for hnc in japan and the transition in treatment selection before and after the approval of cetuximab. We used a claims database involving multiple hospitals nationwide. The study included patients diagnosed with hnc between april 2008 and august 2015 who underwent chemoradiotherapy. The anticancer drugs used were categorized into four groups, namely, cetuximab, cisplatin, other platinum agents, and other agents. After assessing patient background and transition in concomitant drugs, we performed multinomial logistic regression analysis to determine factors that affect patient drug selection. This study analyzed 2777 patients whose median age was 66 years. A cisplatin-based regimen remained the most commonly used concomitant drug even after cetuximab approval. In multinomial logistic regression analysis, the odds ratio and 95% confidence interval (ci) in terms of age (66 y or older vs less than 65 y) relative to the cisplatin group were 3.01 (95% ci, 2.26-4.02) for the cetuximab group; 1.76 (95% ci, 1.22-2.48) for the other platinum agent group; and 3.09 (95% ci, 2.39-3.99) for the other agent group. This study showed the current practices in concomitant medication used in chemoradiotherapy for hnc patients in japan, the transition in anticancer drugs used before and after cetuximab approval, and the factors affecting the selection of concomitant drugs.","30467909"
"722","Anna","YES","Spence Ad;Busby J;Hughes Cm;Johnston Bt;Coleman Hg;Cardwell Cr","2019","Statin use and survival in patients with gastric cancer in two independent population-based cohorts.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4688","Preclinical studies show statins inhibit pathways involved in gastric cancer progression, with observational studies demonstrating reduced gastric cancer risk in statin users. However, few studies have investigated statin use and survival in gastric cancer. We investigated statin use and survival in two large population-based gastric cancer cohorts. Patients diagnosed with gastric cancer from 1998 to 2012 were identified from english and scottish cancer registries. Statin prescriptions were identified from linkages to the uk clinical practice research datalink in england and the prescribing information system in scotland, and deaths identified from national mortality records. Time-dependent cox regression models were used to calculate hazard ratios (hr) and 95% confidence intervals (cis) for cancer-specific mortality by statin use in multivariate analysis. Meta-analysis techniques pooled results across the cohorts. The combined cohorts contained 3833 patients with gastric cancer and 2392 cancer-specific deaths. Statin use after diagnosis was associated with reduced cancer-specific mortality (adjusted hr 0.83; 95% ci, 0.74-0.92). Hrs for less than 1 year and over 1 year of statin use were similar (adjusted hr 0.83; 95% ci, 0.73-0.94 and adjusted hr 0.83; 95% ci, 0.64-1.01, respectively). Statin use prior to diagnosis was also associated with reduced cancer-specific mortality (adjusted hr 0.91; 95% ci, 0.84-0.98). In two independent uk cohorts, there was some evidence that statin use was associated with reduced cancer-specific mortality. However, these associations were weak in magnitude and did not follow a clear dose response, and we cannot rule out confounding by stage.","30456916"
"725","Anna","YES","Swain Rs;Taylor Lg;Woodworth Ts;Fuller Cc;Petrone Ab;Menzin Tj;Haug Nr;Toh S;Mosholder Ad","2018","Overall and cause-specific mortality in the sentinel system: a power analysis.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4692","Mortality data within the sentinel death tables remain generally uncharacterized. Assessment of mortality data within sentinel will help inform its utility for medical product safety studies. To determine if sentinel contains sufficient all-cause and cause-specific mortality events to power postmarketing safety studies. We calculated crude rates of all-cause mortality and suicide and proportional mortality from suicide from 2004 to 2012 in seven sentinel data partners. Results were stratified by data partner, sex, age group, and calendar year and compared with national estimates from centers for disease control and prevention wide-ranging online data for epidemiologic research. We performed sample size estimations for all-cause mortality and 10 leading causes of death. We observed 479 694 deaths, including 5811 suicides, during 68 million person-years of follow-up. Pooled mean death and suicide rates in the data partners were 710 and 8.6 per 100 000 person-years, respectively (vs 810 and 11.8 nationally). The mean proportional mortality from suicide among the data partners was 1.2%, compared with 1.5% nationally. National trends of decreasing overall mortality and increasing proportional mortality for suicide were reflected within sentinel. We estimated that detecting hazard ratios of 1.25 and 3 would require 16 442 and 460 exposed patients, respectively, for overall mortality, and 1.3 million and 37 411, respectively, for suicide. This was the first study to investigate mortality data in the sentinel death tables. We found that all-cause mortality appeared well powered for use as a safety outcome and cause-specific mortality outcomes may be adequately powered in certain circumstances. Further investigation into the quality of the sentinel death data is needed.","30421839"
"726","Anna","YES","Schaffer Al;Karanges Ea;Buckley Na;Wilson A;Degenhardt L;Larance B;Pearson Sa","2019","Increases in controlled-release oxycodone utilisation following the subsidy of oxycodone with naloxone formulations: an australian population-based study.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4683","Despite increasing use of oxycodone/naloxone controlled-release (cr) in australia, little is known about how it has affected the overall oxycodone cr market since its subsidy in 2011. We used pharmaceutical benefits scheme dispensing claims (2006-2016) and interrupted time series analysis to examine changes in the quarterly rates of dispensing of oral oxycodone cr formulations (oxycodone/naloxone cr and single-ingredient oxycodone cr) and new oxycodone cr treatment episodes. We also performed a retrospective cohort study in a sample of people initiating a new oxycodone cr treatment episode in 2009, 2012/2013, and 2016 to compare opioid utilisation patterns over time. The subsidy of oxycodone/naloxone cr was associated with a 1.6-fold increase in the growth rate of oxycodone cr dispensing, resulting from rapid uptake of low strength (≤5 mg) oxycodone/naloxone cr. In our cohort of initiators, the number of new oxycodone cr treatment episodes increased 2.1-fold between 2009 and 2016; in 2016, 91.4% of new treatment episodes involved oxycodone/naloxone cr. Comparing 2016 with 2009, we observed an increase in people initiating with a tablet strength less than or equal to 5-mg (risk difference [rd] = 21.1%, 95% ci, 19.9%-22.4%) in people initiating with no other opioid dispensing 90 days prior to initiation (rd = 5.2%, 3.8%-6.6%) and with no further opioid dispensing 90 days after initiation (rd = 8.8%, 7.4%-10.2%). After its subsidy, the uptake of low-dose oxycodone/naloxone cr was greater than expected if it were substituting the single-ingredient oxycodone cr, resulting in an expansion of the oxycodone cr market.","30421838"
"729","Anna","YES","Beachler Dc;De Luise C;Yin R;Gangemi K;Cochetti Pt;Lanes S","2019","Predictive model algorithms identifying early and advanced stage er+/her2- breast cancer in claims data.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4681","Claims databases offer large populations for research, but lack clinical details. We aimed to develop predictive models to identify estrogen receptor positive (er+) and human epidermal growth factor negative (her2-) early breast cancer (esbc) and advanced stage breast cancer (asbc) in a claims database. Female breast cancer cases in anthem's cancer care quality program served as the gold standard validation sample. Predictive models were developed from clinical knowledge and empirically from claims data using logistic and lasso regression. Model performance was assessed by classification rates and c-statistics. Models were applied to the healthcore integrated research database (claims) to identify cohorts of women with er+/her2- esbc and asbc. The validation sample included 3184 women with er+/her2- esbc and 1436 with er+/her2- asbc. Predictive models for er+/her2- esbc and asbc included 25 and 20 factors, respectively. Models had robust discrimination in identifying cases (c-stat = 0.92 for esbc and 0.95 for asbc). Compared with a traditional a priori algorithm developed with clinical insight alone, the er+/her2- asbc-predictive model had better positive predictive value (ppv) (0.91, 95% ci, 0.90-0.93, vs 0.69, 95% ci, 0.66-0.73) and sensitivity (0.54 vs 0.35). Models were applied to the claims database to identify cohorts of 33 001 and 3198 women with er+/her2- esbc and asbc. We conducted a validation study and developed predictive models to identify in a claims database cohorts of women with er+/her2- esbc and asbc. The models identified large cohorts in the claims data that can be used to characterize indications in the evaluation of targeted therapies.","30411431"
"734","Anna","maybe","Khouri C;Revol B;Lepelley M;Mallaret M;Cracowski Jl","2018","Impact of the ""french levothyrox crisis"" on signal detection in the world health organization pharmacovigilance database.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4682","Na","30379373"
"735","Anna","YES","Spoendlin J;Gagne Jj;Lewey Jj;Patorno E;Schneeweiss S;Desai Rj","2018","Comparative effectiveness and safety of antiplatelet drugs in patients with diabetes mellitus and acute coronary syndrome.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4668","Comparative outcomes of treatment with antiplatelet drugs in patients with acute coronary syndrome (acs) and co-morbid diabetes mellitus (dm) are not well studied. We performed a cohort study using us commercial claims data (2009-2015) and conducted the following pairwise comparisons in acs patients with dm: prasugrel vs clopidogrel, ticagrelor vs clopidogrel, and prasugrel vs ticagrelor. Outcomes of interest included (1) a composite effectiveness endpoint including myocardial infarction, ischemic stroke, or inpatient mortality; (2) a composite safety endpoint including major bleeding events requiring hospitalization; and (3) pneumonia hospitalizations as a negative control endpoint. We used calendar time-specific propensity score matching to account for confounding and applied cox proportional hazard models to calculate hazard ratios (hr) with 95% confidence intervals (ci). Comparative risk of the effectiveness endpoint was lower among prasugrel initiators compared to clopidogrel initiators (hr 0.82, 95% ci 0.68-0.99, n = 7011 matched pairs), but no different between ticagrelor and clopidogrel (hr 1.02, 95% ci 0.76-1.37, n = 3013 pairs) or prasugrel and ticagrelor (hr 0.83, 95% ci 0.58-1.18, n = 2207 pairs). Bleeding risk was higher among prasugrel initiators when compared to clopidogrel initiators within the first month of treatment (hr 1.85, 95% ci 1.03-3.35); no other comparison indicated any difference. No differences in the negative control outcomes were noted after ps matching for all comparisons, indicating adequate confounding control. Prasugrel was associated with superior cardiovascular outcomes and a higher risk of short-term bleeding compared to clopidogrel in patients with acs and dm. Comparative outcomes were similar between ticagrelor and clopidogrel or prasugrel and ticagrelor.","30379372"
"738","Anna","YES","Von Bredow D;Toussi M;Samad A;Kaplan S;Domahidy M;De Voogd H;Böhmert S;Ramos Rs;Arora D","2018","Evaluation of the effectiveness of risk minimization measures for trimetazidine: a cross sectional joint pass survey among physicians in selected european countries.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4675","In 2012, the committee for medicinal products for human use (chmp) restricted prescription of trimetazidine (tmz) to ""add-on therapy for patients with stable angina pectoris who are inadequately controlled by or intolerant to first-line therapies."" tmz was no longer indicated for ophthalmology and otolaryngology. Risk minimization measure (rmm) was communicated to physicians. The survey presented here evaluated effectiveness of the rmm and assessed physicians knowledge and compliance with rmm. It also analyzed actual prescribing pattern of tmz. A cross sectional, web-based survey was developed and conducted among prescribing physicians of tmz across 12 european countries. Physicians' samples were weighted to account for the actual proportion of specialties within and across countries. Using weighted samples, data from 1123 physicians and 8332 prescriptions were analyzed. Most (74.0%) of the physicians assumed stable angina pectoris to be an indication for tmz. Three quarter of (75.7%) of these physicians were aware of the approved indication. Vertigo (62.1%), tinnitus (42.5%), declined visual acuity, and visual field disturbances (45.1%) were also presumed to be approved indications for tmz, and physicians actually prescribed for these indications. Only 29.8% of the physicians remembered receiving rmm communications regarding tmz. Most (90.5%) of the physicians expressed their interest to know and comply with the safety communications. Of all prescriptions, 33.9% were issued for add-on therapy for patients with stable angina pectoris. Rmm for tmz prescription have been moderately effective. Improvement in physician's compliance with safety information of tmz is necessary for patient's safety.","30379361"
"739","Anna","YES","Chen Y;Wang J;Chubak J;Hubbard Ra","2019","Inflation of type i error rates due to differential misclassification in ehr-derived outcomes: empirical illustration using breast cancer recurrence.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4680","Many outcomes derived from electronic health records (ehr) not only are imperfect but also may suffer from exposure-dependent differential misclassification due to variability in the quality and availability of ehr data across exposure groups. The objective of this study was to quantify the inflation of type i error rates that can result from differential outcome misclassification. We used data on gold-standard and ehr-derived second breast cancers in a cohort of women with a prior breast cancer diagnosis from 1993 to 2006 enrolled in kaiser permanente washington. We simulated an exposure that was independent of the true outcome status. A surrogate outcome was then simulated with varying sensitivity and specificity according to exposure status. We estimated the type i error rate for a test of association relating this exposure to the surrogate outcome, while varying outcome sensitivity and specificity in exposed individuals. Type i error rates were substantially inflated above the nominal level (5%) for even modest departures from nondifferential misclassification. Holding sensitivity in exposed and unexposed groups at 85%, a difference in specificity of 10% between the exposed and unexposed (80% vs 90%) resulted in a 36% type i error rate. Type i error was inflated more by differential specificity than sensitivity. Differential outcome misclassification may induce spurious findings. Researchers using ehr-derived outcomes should use misclassification-adjusted methods whenever possible or conduct sensitivity analyses to investigate the possibility of false-positive findings, especially for exposures that may be related to the accuracy of outcome ascertainment.","30375122"
"741","Anna","YES","Ferguson Rj;Prieto-Alhambra D;Walker C;Yu D;Valderas Jm;Judge A;Griffiths J;Jordan Kp;Peat G;Glyn-Jones S;Silman Aj","2019","Validation of hip osteoarthritis diagnosis recording in the uk clinical practice research datalink.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4673","The diagnosis of hip osteoarthritis is subject to several uncertainties, especially in primary care. The aims of this study were to determine (i) the diagnostic accuracy of coding of hip osteoarthritis by primary care physicians in the uk clinical practice research datalink (cprd), (ii) the relative influence of radiographic and clinical parameters on diagnostic accuracy, and (iii) the accuracy of the diagnosis date. An extract of all patients aged over 65 years, with a read code for hip osteoarthritis listed between january 1995 and december 2014, was obtained from cprd. A random sample was selected of 170 participants. A questionnaire concerning data in medical records on relevant clinical and radiographic criteria used to establish the diagnosis of hip osteoarthritis was distributed to primary care physicians of participants. Using diagnostic criteria, we formulated thresholds for diagnosis based on clinical, radiographic, and combined grounds. One hundred nineteen completed questionnaires were returned (70% response rate). The positive predictive value (ppv) of hip osteoarthritis codes, based on radiological criteria, was 79.8%. The ppv, based on clinical criteria, was 79.0%, with substantial but not complete overlap. Overall 12% of diagnoses were not confirmed. In 42% of cases, there was disparity between date of diagnosis in cprd and the medical record. Median difference in date was ±425 days (interquartile range, 18-1448 days). Despite the difficulties in reaching a diagnosis of hip osteoarthritis in primary care, cprd read codes have a sufficiently high ppv for most research uses. However, the accuracy of diagnosis date may not be as reliable.","30375101"
"742","Anna","YES","Fukazawa C;Hinomura Y;Kaneko M;Narukawa M","2018","Significance of data mining in routine signal detection: analysis based on the safety signals identified by the fda.","Pharmacoepidemiology And Drug Safety","10.1002/pds.4672","Data mining has been introduced as one of the most useful methods for signal detection by spontaneous reports, but data mining is not always effective in detecting all safety issues. To investigate appropriate situations in which data mining is effective in routine signal detection activities, we analyzed the characteristics of signals that the us food and drug administration (fda) identified from the fda adverse event reporting system (faers). Among the signals that the fda identified from the faers between 2008 1q and 2014 4q, we selected 233 signals to evaluate in this study. We conducted a disproportionality analysis and classified these signals into two groups according to the presence or absence of statistical significance in the reporting odds ratio (ror). Then, we compared the two groups based on the characteristics of the suspected drugs and adverse events (aes). Safety signals were most frequently identified for new drugs that had been on the market for less than 5 years, but some signals were still identified for old drugs (≥20 years), and most of them were statistically significant. The proportion of the signals for ""serious"" events was significantly higher in the group of nonsignals by ror (fisher's exact test, p = 0.032). Data mining was shown to be effective in the following situations: (1) early detection of safety issues for newly marketed drugs, (2) continuous monitoring of safety issues for old drugs, and (3) signal detection of nonserious aes, to which little attention is usually given.","30324671"
