Timestamp,PMID (from spreadsheet),DOI (from spreadsheet) ,Title,Could the article share programming code?,Publication Type PDS,Publication Aim,Is the analysis based on simulated data? ,Is this COVID-19 research? (is COVID-19 or SARS-CoV-2 in title or abstract?) ,Who was the funder? ,Is this industry funding?,Which database(s) were used (LEAVE BLANK)? ,Which country/ies does the database cover? (NA if not does not apply) ,What language or platform was used for the analyses? ,Author affiliation (check all that apply) ,Is code supporting the analysis or method linked or referenced in the manuscript or in supporting information? ,Is the published code accessible without further contacting authors? ,Where is code shared? ,What parts of the analysis pipeline are covered by the code?,Does the code include instructions for how to run it? ,Does the article contain synthetic data to enable code to be run by others? ,If there is synthetic data or it is a simulation study; does the code run? ,Does the code have a license?,"If yes, what is the license? ",Does the article specify preprinting?,Are underlying data shared?,Are codelists shared?,Did the article specify whether the research was pre-registered? ,Does the article specify following a certain reporting guideline? ,"If yes, what reporting guidelines"
6/29/2023 12:12:34,29740896,10.1002/pds.4448,GOLD assessment of COPD severity in the Clinical Practice Research Datalink (CPRD),"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,Almirall,Yes,,UK,None/Not Specified,Industry,No,,,,,,,,,No,No,No,No,No,
6/29/2023 12:14:51,31667955,10.1002/pds.4905,Pre/post effectiveness evaluation of updated additional risk minimisation measures for an orphan disease: Myozyme (alglucosidase alfa) Safety Information Packet,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Sanofi,Yes,,EU5,None/Not Specified,"Industry, Academic",No,,,,,,,,,No,No,Not applicable,No,Yes,Good Vigilance Practice (GVP) module XVI
6/29/2023 12:16:50,31713302,10.1002/pds.4894,Risk of adverse birth outcomes after maternal varenicline use: A population-based observational study in Denmark and Sweden,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Pfizer,Yes,,"Denmark, Sweden",SAS,"Industry, Academic",No,,,,,,,,,No,No,At least one,No,No,
6/29/2023 12:17:30,35819240,10.1002/pds.5490,Core concepts in pharmacoepidemiology: Measures of drug utilization based on individual-level drug dispensing data,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2023 12:29:33,33683783,10.1002/pds.5224,Effect of 5-HT2C receptor gene polymorphism (HTR2C−759C/T) on metabolic adverse effects in Thai psychiatric patients treated with risperidone,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Thailand ,SPSS,"Academic, Hospital",No,,,,,,,,,No,No,Not applicable,No,No,
6/29/2023 12:31:36,32666678,10.1002/pds.5069,Real-world on-treatment and initial treatment absolute risk differences for dabigatran vs warfarin in older US adults,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/29/2023 12:33:35,30873707,10.1002/pds.4764,"Impact of delisting high-strength opioid formulations from a public drug benefit formulary on opioid utilization in Ontario, Canada","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Canada,SAS,"Academic, Third sector, Hospital",No,,,,,,,,,No,No,At least one,No,No,
6/29/2023 12:35:59,33146908,10.1002/pds.5168,Building an active medical product safety surveillance system in Taiwan: Adaptation of the U.S. Sentinel System common data model structure to the National Health Insurance Research Database in Taiwan,"Yes, because it's an analysis of real or simulated data",Brief Report,Methodological,No,No,,No,,Taiwan,"SAS,  Sentinel Data Quality Review and Characterization Programs version 4.1.0 ","Academic, Hospital",No,,,,,,,,,No,No,Not applicable,No,No,
6/29/2023 12:37:58,30788887,10.1002/pds.4750,Informative censoring by health plan disenrollment among commercially insured adults,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,,No,,US,"R, SAS",Academic,No,,,,,,,,,No,No,At least one,No,No,
6/29/2023 12:40:03,29488663,10.1002/pds.4404,Impact of Florida's prescription drug monitoring program and pill mill law on high-risk patients: A comparative interrupted time series analysis,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,SAS,"Academic, Regulatory",No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 9:37:00,35297128,10.1002/pds.5430,Validation of actinic keratosis diagnosis and treatment codes among veterans living with HIV,"Yes, because it's an analysis of real or simulated data",Brief Report,Validation of codes/code algorithm,No,No,National Center for Advancing Translational Sciences of the National Institutes of Health,No,,US,SAS,Academic,No,,,,,,,,,No,No,At least one,No,Yes,STROBE
6/30/2023 9:38:55,31044478,10.1002/pds.4774,Variation of clinical manifestations according to culprit drugs in DRESS syndrome,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Korea,SPSS,"Academic, Hospital",No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 9:48:14,32092786,10.1002/pds.4970,Adverse drug reaction or innocent bystander? A systematic comparison of statistical discovery methods for spontaneous reporting systems,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,Yes,No,,No,,NA,R,"Academic, Research Institute",Yes,Yes,Github,"Creation of analytical files (select study population and create variables), Statistical analysis, Methodology (package or function)","Yes, there is a README with instructions",Yes,Flag (investigate later due to software access),Yes, GPL-3.0 license,No,Not applicable to this type of analysis,Not applicable,No,No,
6/30/2023 9:48:56,30916840,10.1002/pds.4776,Abstract,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023 9:51:55,28133890,10.1002/pds.4167,"Characterization of new users of cilostazol in the UK, Spain, Sweden, and Germany","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Otsuka,Yes,,"UK, Spain, Germany, Sweden","R, Stata, SAS","Industry, Academic",No,,,,,,,,,No,No,Published Elsewhere,"Yes, in a public database with a detailed research outline, protocol or SAP",Yes,Guideline on Good Pharmacovigilance Practices (GVP): Module VIII — Post-authorisation Safety Studies of the EMA
6/30/2023 9:54:35,33372366,10.1002/pds.5190,Safety of Andrographis paniculata: A systematic review and meta-analysis,"Yes, because it's an analysis of real or simulated data",Original Article,Review (systematic with or without meta-analysis),No,No,Royal Golden Jubilee (RGJ) ,No,,NA,Stata,"Academic, Government",No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",Not applicable,"Yes, in a public database with a detailed research outline, protocol or SAP",Yes,PRISMA
6/30/2023 10:00:51,29896873,10.1002/pds.4565,Quantifying the utilization of medical devices necessary to detect postmarket safety differences: A case study of implantable cardioverter defibrillators,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,,No,,US,Python,"Industry, Academic, Third sector",Yes,Yes,Github,"Creation of analytical files (select study population and create variables), Statistical analysis",Yes in comments,No,No,No,,No,No,Not applicable,No,No,
6/30/2023 10:02:57,33822401,10.1002/pds.5242,Adherence to direct oral anticoagulant treatment for atrial fibrillation in the Netherlands: A surveillance study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,Yes,,Netherlands,SPSS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 10:04:38,28337823,10.1002/pds.4199,Interest of the trajectory method for the evaluation of outcomes after in utero drug exposure: example of anxiolytics and hypnotics,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,,No,,France,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 10:06:13,33094502,10.1002/pds.5156,Antibiotic utilization within 18 community hospitals in the United States: A 5-year analysis,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,"Excel, SPSS","Industry, Academic",No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 10:08:30,29766592,10.1002/pds.4558,Scoring the best deal: Quantity discounts and street price variation of diverted oxycodone and oxymorphone,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,SAS,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",Not applicable,No,No,
6/30/2023 10:10:42,31483085,10.1002/pds.4891,Identification of potential drug name confusion errors in the Sentinel System,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,"Sentinel Cohort Identification and Descriptive Analysis tool (CIDA, version 5.1.2), entinel Patient Episode Profile Retrieval (PEPR) analytic tool (version 3.0.1)","Industry, Academic, Third sector",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 10:11:20,36125081,10.1002/pds.5543,"Regarding: Webster-Clark M., et al. Alternative analytic and matching approaches for the prevalent new-user design: a simulation study. Pharmacoepidemiol Drug Saf, 31, pp. 796-803; 2022",No,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023 10:13:12,30456916,10.1002/pds.4688,Statin use and survival in patients with gastric cancer in two independent population-based cohorts,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,UK,Stata,"Academic, Third sector",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 10:15:15,29278866,10.1002/pds.4359,Is patient exposure preapproval and postapproval a determinant of the timing and frequency of occurrence of safety issues?,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,EU,"R, SPSS","Academic, Regulatory",No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 10:17:16,32757254,10.1002/pds.5085,Baseline anticholinergic burden from medications predicts poorer baseline and long-term health-related quality of life in 16 675 men and women of EPIC-Norfolk prospective population-based cohort study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,UK,SPSS,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 10:19:30,31797475,10.1002/pds.4919,The use of natural language processing to identify vaccine-related anaphylaxis at five health care systems in the Vaccine Safety Datalink,"Yes, because it's an analysis of real or simulated data",Original Article,"Validation of codes/code algorithm, Methodological",No,No,,No,,US,KPSC Research & Evaluation (RE) NLP software,"Regulatory, Third sector",No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 10:22:03,33386650,10.1002/pds.5191,"Impact of EMA regulatory label changes on hydroxyzine initiation, discontinuation and switching to other medicines in Denmark, Scotland, England and the Netherlands: An interrupted time series regression analysis","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,"UK, Spain, Denmark, Netherlands",SAS,Academic,No,,,,,,,,,No,No,At least one,"Yes, in a public database with a detailed research outline, protocol or SAP",No,
6/30/2023 10:24:35,31486165,10.1002/pds.4876,Multiple imputation for systematically missing confounders within a distributed data drug safety network: A simulation study and real-world example,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,Partially,No,,No,,UK,"R, SAS",Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 10:27:34,32162407,10.1002/pds.4965,Dual renin-angiotensin-aldosterone blockade: Implementation of published research and Dear Doctor letters in ambulatory care: A retrospective observational study using prescription data,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Germany,R,"Industry, Academic",No,,,,,,,,,,No,At least one,No,No,
6/30/2023 10:30:11,29888409,10.1002/pds.4572,Opioid tolerance and clinically recognized opioid poisoning among patients prescribed extended-release long-acting opioid,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 10:31:54,29655296,10.1002/pds.4427,"Short-term effects of heat and cold on respiratory drug use. A time-series epidemiological study in A Coruña, Spain","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Spain,R,"Academic, Third sector",No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 10:34:14,28493425,10.1002/pds.4230,"Law enforcement-derived data on gabapentin diversion and misuse, 2002-2015: diversion rates and qualitative research findings","Yes, because it's an analysis of real or simulated data",Brief Report,Clinical,No,No,,No,,US,SPSS,"Academic, Third sector, Hospital",No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 10:36:13,32067291,10.1002/pds.4921,Determinants of antidementia drug prescription in patients older than 65: A latent class analysis,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,France,None/Not Specified,Academic,No,,,,,,,,,No,No,No,No,No,
6/30/2023 10:37:57,29318695,10.1002/pds.4380,Risk factors for medication errors at admission in preoperatively screened patients,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,the Netherlands,"Excel, SPSS",Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 10:40:09,33111396,10.1002/pds.5164,"Mortality and morbidity following postoperative use of short-term, low-dose quetiapine vs risperidone in patients with diabetes: Analysis using a national inpatient database","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Japan,Stata,Academic,Yes,Yes,Supplementary materials (doc or pdf),Illustrative or partial code (code snippet),Yes in comments,No,Not applicable,No,,No,No,At least one,No,No,
6/30/2023 10:42:10,33730412,10.1002/pds.5233,Risk of interstitial lung disease in patients treated for atrial fibrillation with dronedarone versus other antiarrhythmics,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,Yes,,US,None/Not Specified,Industry,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 10:44:16,30379361,10.1002/pds.4675,Evaluation of the effectiveness of risk minimization measures for trimetazidine: A cross sectional joint PASS survey among physicians in selected European countries,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,Yes,,EU,None/Not Specified,Industry,No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 10:46:36,28397352,10.1002/pds.4210,Effects of expanding the look-back period to all available data in the assessment of covariates,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,,No,,US,"A platform, specify in other, Aetion","Industry, Academic",No,,,,,,,,,No,No,No,No,No,
6/30/2023 10:49:47,29749668,10.1002/pds.4552,Signal detection on a patient cohort: A disproportionality analysis of the ANRS CO22 HEPATHER cohort to identify associations between direct acting antivirals and adverse events in patients with hepatitis C virus chronic infection,"Yes, because it's an analysis of real or simulated data",Original Article,"Clinical, Methodological",No,,,No,,France,R,"Academic, Third sector",No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 10:51:44,28168770,10.1002/pds.4170,Language competence and communication skills in 3-year-old children after prenatal exposure to analgesic opioids,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Norway,Stata,"Academic, Government",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 10:53:45,32783283,10.1002/pds.5083,Time-related biases in pharmacoepidemiology,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,,No,,Canada,None/Not Specified,Academic,No,,,,,,,,,No,No,No,No,No,
6/30/2023 10:57:29,29575242,10.1002/pds.4419,Methodology for computing the burden of disease of adverse events following immunization,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,,No,,NA,R,"Industry, Academic, Government, Hospital",Yes,Yes,Supplementary materials (doc or pdf),Illustrative or partial code (code snippet),Yes in comments,Yes,Flag (investigate later due to software access),No,,No,No,Not applicable,No,No,
6/30/2023 11:21:21,28758270,10.1002/pds.4265,Prescription drug use during pregnancy in France: a study from the national health insurance permanent sample,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,France,R,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 11:23:09,30003610,10.1002/pds.4614,What is the quality of drug safety information for patients: An analysis of REMS educational materials,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,R,"Industry, Academic",No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 11:27:25,31692168,10.1002/pds.4902,Features of anticholinergic prescriptions and predictors of high use in the elderly: Population-based study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Korea,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 11:29:16,29108127,10.1002/pds.4346,Multi-dose drug dispensing as a tool to improve medication adherence: A study in patients using vitamin K antagonists,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Netherlands,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 11:32:01,29441647,10.1002/pds.4399,Methods for addressing “innocent bystanders” when evaluating safety of concomitant vaccines,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,,No,,US,SAS,"Academic, Regulatory, Third sector",Yes,Yes,Supplementary materials (doc or pdf),Illustrative or partial code (code snippet),Yes in comments,Not applicable,Not applicable,No,,No,No,At least one,No,No,
6/30/2023 11:34:18,29318705,10.1002/pds.4385,Relevance of frailty to mortality associated with the use of antipsychotics among community-residing older adults with impaired cognition,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Canada,SAS,"Academic, Third sector, Hospital",No,,,,,,,,,No,No,Published Elsewhere,No,No,
6/30/2023 11:35:08,35924394,10.1002/pds.5516,"Metformin, pioglitazone and gout risk","Yes, because it's an analysis of real or simulated data",Letters to the Editor,,,,,,,,,,No,,,,,,,,,,,,,,
6/30/2023 11:39:16,31410963,10.1002/pds.4875,Analyzing patient-reported outcome data when completion differs between arms in open-label trials: an application of principal stratification,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,,No,,NA,R,"Academic, Regulatory",Yes,Yes,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/L4LWMP,Not possible to tell,No,Not possible to assess ,Not possible to assess,Yes,CC0 1.0 Universal (CC0 1.0),No,No,Not applicable,No,No,
6/30/2023 12:08:48,36065046,10.1002/pds.5523,Thromboembolic events after Ad.26.COV2.S COVID-19 vaccine: Reports to the Vaccine Adverse Event Reporting System,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,Yes,None,No,,US,None/Not Specified,Regulatory,No,,,,,,,,,No,No,No,No,No,
6/30/2023 12:14:08,34881477,10.1002/pds.5392,Comparison of the incidence of bleeding between baloxavir marboxil and other anti-influenza drugs among outpatients with influenza virus infection: A retrospective cohort study using an employment-based health insurance claims database in Japan,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,"Shionogi & Co., Ltd.",Yes,,Japan,SAS,Industry,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 12:18:02,29869382,10.1002/pds.4570,Methodological challenges in assessment of current use of warfarin among patients with atrial fibrillation using dispensation data from administrative health care databases,"Yes, because it's an analysis of real or simulated data",Original Article,"Validation of codes/code algorithm, Methodological",No,No,CNODES,No,,Canada,None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 12:22:48,30379371,10.1002/pds.4676,Comparing drug effectiveness in children: A systematic review,"Yes, because it's an analysis of real or simulated data",Review Articles,Review (systematic with or without meta-analysis),No,No,EU,No,,NA,"Excel, SPSS",Academic,No,,,,,,,,,No,No,Not applicable,No,Yes,PRISMA
6/30/2023 12:26:06,30264901,10.1002/pds.4655,"Blood eosinophilia, use of inhaled corticosteroids, and risk of COPD exacerbations and mortality","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,UK,SAS,Academic,No,,,,,,,,,No,No,No,No,No,
6/30/2023 12:30:45,31788906,10.1002/pds.4916,Interrupted time series analysis on first cardiovascular disease hospitalization for adherence to lipid-lowering therapy,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,New Zealand Health Research Council,No,,New Zealand,None/Not Specified,Academic,No,,,,,,,,,No,No,No,No,No,
6/30/2023 12:34:07,34907612,10.1002/pds.5400,Validity of self-reports of medication treatment of depression in general population surveys,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,None,No,,US,Stata,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",Not applicable,No,No,
6/30/2023 12:36:39,35019190,10.1002/pds.5407,Core concepts in pharmacoepidemiology: Confounding by indication and the role of active comparators,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023 12:40:51,32767421,10.1002/pds.5082,Treatment resistant depression incidence and prevalence using the French nationwide claims database,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Janssen,Yes,,France,None/Not Specified,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",At least one,No,No,
6/30/2023 12:44:29,30667114,10.1002/pds.4669,The validity of dementia diagnoses in routinely collected electronic health records in the United Kingdom: A systematic review,"Yes, because it's an analysis of real or simulated data",Original Article,"Validation of codes/code algorithm, Review (systematic with or without meta-analysis)",No,No,None,No,,NA,Stata,Academic,No,,,,,,,,,No,No,Not applicable,No,Yes,"Cochrane Collaboration Diagnostic Test Accuracy handbook, PRISMA"
6/30/2023 12:49:08,32394485,10.1002/pds.5012,Linking process indicators and clinical/safety outcomes to assess the effectiveness of abatacept (ORENCIA) patient alert cards in patients with rheumatoid arthritis,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Bristol Myers Squibb,Yes,,"France, Germany, Spain, Sweden, UK",None/Not Specified,"Industry, Academic",No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 13:03:11,33428239,10.1002/pds.5194,Chronic prescription opioid use in pregnancy in the United States,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,"National Institute on Drug Abuse, US",No,,US,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 13:38:33,35404496,10.1002/pds.5439,Risk of myopericarditis following COVID-19 mRNA vaccination in a large integrated health system: A comparison of completeness and timeliness of two methods,"Yes, because it's an analysis of real or simulated data",Brief Report,Methodological,No,Yes,,No,,US,Stata,Third sector,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 13:40:54,36076345,10.1002/pds.5515,Kidney function and prescribed dose in middle-aged and older patients starting selective serotonin reuptake inhibitors,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Sweden,R,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",At least one,No,No,
6/30/2023 13:42:40,29920833,10.1002/pds.4577,"Trends in prescription drug use during pregnancy and postpartum in Norway, 2005 to 2015","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Norway,"Stata, SPSS","Academic, Government",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 13:44:22,33314401,10.1002/pds.5181,Comparative effectiveness and safety of direct oral anticoagulants versus warfarin in UK patients with atrial fibrillation and type 2 diabetes: A retrospective cohort study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,UK,R,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 13:46:54,31197928,10.1002/pds.4811,Methods to generate and validate a Pregnancy Register in the UK Clinical Practice Research Datalink primary care database,"Yes, because it's an analysis of real or simulated data",Original Article,"Validation of codes/code algorithm, Methodological",No,No,,No,,UK,None/Not Specified,"Academic, Regulatory",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 14:49:23,28266092,10.1002/pds.4175,"Six-year multi-centre, observational, post-marketing surveillance of the safety of the HPV-16/18 AS04-adjuvanted vaccine in women aged 10–25 years in Korea","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,GSK,Yes,,Korea,SAS,"Industry, Academic",No,,,,,,,,,No,No,No,No,No,
6/30/2023 14:52:06,29537120,10.1002/pds.4421,Development of algorithms for identifying fatal cardiovascular disease in Medicare claims,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,,Yes,,US,SAS,"Industry, Academic",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 14:54:11,28345306,10.1002/pds.4200,The burden and management of cytochrome P450 2D6 (CYP2D6)-mediated drug–drug interaction (DDI): co-medication of metoprolol and paroxetine or fluoxetine in the elderly,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,University of Groningen,No,,Netherlands,None/Not Specified,Academic,No,,,,,,,,,No,Yes - analytical files,No,No,No,
6/30/2023 14:54:59,30289578,10.1002/pds.4665,Medication history assessment in research: A randomized controlled trial comparing tablet-based (eMedHAT) versus structured interview (MedHAT),"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Not specified,None/Not Specified,"Industry, Hospital",No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 14:56:26,28370652,10.1002/pds.4205,Do patients trust the FDA?: a survey assessing how patients view the generic drug approval process,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,USA,Stata,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 14:56:36,34908211,10.1002/pds.5398,Accuracy of identifying diagnosis of moderate to severe chronic kidney disease in administrative claims data,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,Brigham and Women's Hospital,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 14:57:47,28083886,10.1002/pds.4156,Incidence and risk estimate of drug-induced agranulocytosis in Hong Kong Chinese. A population-based case–control study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Hong Kong,R,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 14:59:27,29923251,10.1002/pds.4576,Use of proton pump inhibitors and risk of pancreatic cancer,"Yes, because it's an analysis of real or simulated data",Brief Report,Clinical,No,No,,No,,Denmark,Stata,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 15:01:31,35909258,10.1002/pds.5513,Incidence and outcomes of adverse drug reactions to first-line anti-tuberculosis drugs and their effects on the quality of life: A multicenter prospective cohort study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Korea,R,"Academic, Hospital",No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",Not applicable,No,Yes,International Conference on Harmonization Good Clinical Practice guidelines
6/30/2023 15:02:30,31908100,https://onlinelibrary.wiley.com/doi/full/10.1002/pds.4948,Bayesian hierarchical methods in the detection of potentially teratogenic first-trimester medications,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,MRC,No,,Europe,"R, Stata",Academic,Yes,Yes,Supplementary materials (doc or pdf),Illustrative or partial code (code snippet),No,No,Not applicable,No,,No,No,Not applicable,No,No,
6/30/2023 15:03:23,30467909,10.1002/pds.4703,A descriptive epidemiological study on the treatment options for head and neck cancer: Transition before and after approval of cetuximab,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,Yes,,Japan,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 15:06:15,33480043,10.1002/pds.5200,Bottleneck analysis: Simple prediction of the precision of a planned case–control or cohort study based on healthcare registers,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,University of Southern Denmark,No,,Denmark,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 15:08:59,33835610,10.1002/pds.5244,Validity of congenital malformation diagnoses in healthcare claims from a university hospital in Japan,"Yes, because it's an analysis of real or simulated data",Original Article,"Validation of codes/code algorithm, Clinical",No,No,None,No,,Japan,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 15:10:12,28815982,10.1002/pds.4269,Bridge the gap: The need for harmonized regulatory and ethical standards for postmarketing observational studies,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023 15:21:57,32383226,10.1002/pds.5024,Sulphonylureas monotherapy and risk of hospitalization for heart failure in patients with type 2 diabetes mellitus: A population-based cohort study in China,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,National Natural Science Foundation of China,No,,China,R,"Academic, Government",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 15:23:39,32929830,10.1002/pds.5117,Assessing the impact of unmeasured confounders for credible and reliable real-world evidence,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023 15:26:47,29405474,10.1002/pds.4396,Position matters: Validation of medicare hospital claims for myocardial infarction against medical record review in the atherosclerosis risk in communities study,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,None,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
